"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0150104","BP","GO:0150104","transport across blood-brain barrier","19/1647","87/18870",0.000148547720345416,0.00435742967197052,0.00349144379672364,"SLC7A5/ABCC1/SLC29A1/SLC5A6/SLC6A6/SLC12A2/KCNJ8/SLC22A3/SLC6A20/SLC38A5/SLC4A4/ABCG2/SLC22A5/SLC1A1/NHERF1/CD36/SLC16A1/ABCB1/SLC28A2",19
"GO:0007566","BP","GO:0007566","embryo implantation","15/1647","60/18870",0.000149181291784376,0.00435742967197052,0.00349144379672364,"TIMP1/TEAD4/POLR1B/TRIM28/IGFBP7/STC1/STC2/CALR/LIF/MMP9/ACVR1C/BSG/A1CF/YTHDF3/PCSK5",15
"GO:0140013","BP","GO:0140013","meiotic nuclear division","33/1647","194/18870",0.000153055894448816,0.00444847107083661,0.003564391830598,"CDC25B/TRIP13/TOP2A/RAD54B/CKS2/EHMT2/NUF2/PTTG1/CCNB1IP1/AURKA/NCAPH/PLK1/ASPM/MND1/BRCA2/WNT5A/MSX1/MSH5/MRE11/CCNE1/CCNB2/P3H4/FBXO5/TTK/CDC20/RAD51AP1/KIF18A/NDC80/CALR/LIF/MSX2/TEX11/HSPA2",33
"GO:0003018","BP","GO:0003018","vascular process in circulatory system","42/1647","269/18870",0.000156239351457678,0.00451862676063067,0.00362060493473872,"SLC7A5/ABCC1/SLC29A1/ITGB1BP1/SLC5A6/PLOD3/PTP4A3/EDNRA/AGT/PLVAP/SLC6A6/SLC12A2/KCNJ8/NOS3/SLC22A3/FOXC1/C2CD4A/COMP/SOD3/SLC6A20/SLC38A5/GUCY1A1/SLC4A4/ABCG2/P2RY1/SCNN1B/SLC22A5/EDN3/CEACAM1/F2RL1/TJP3/SLC1A1/KAT2B/NHERF1/ATP2B1/CD36/SLC16A1/TRPM4/OCLN/ABCB1/SLC28A2/ADRA2A",42
"GO:0030866","BP","GO:0030866","cortical actin cytoskeleton organization","12/1647","42/18870",0.000174041560832276,0.0049881531817466,0.00399681871988553,"RTKN/ANLN/TLN1/ECT2/RACGAP1/CALR/CAVIN3/EPB41L3/PLS1/ARF6/EZR/IQGAP2",12
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","19/1647","88/18870",0.000174173292839048,0.0049881531817466,0.00399681871988553,"RTKN/NUP62/KIF20A/CENPA/KIF4A/NUSAP1/ANLN/KIF23/AURKB/ECT2/PLK1/CEP55/RACGAP1/CDCA8/MYH10/CHMP1B/ANK3/VPS4B/IQGAP2",19
"GO:0019755","BP","GO:0019755","one-carbon compound transport","15/1647","61/18870",0.000182050710456557,0.00518844524801188,0.00415730518666507,"SLC39A10/SLC4A2/SLC39A6/SLC4A11/SLC4A4/AQP8/CA4/CA2/HBG1/HBG2/SLC26A2/HBA2/HBA1/SLC26A3/SLC39A5",15
"GO:0034470","BP","GO:0034470","ncRNA processing","61/1647","439/18870",0.000189518646945858,0.00536822974317162,0.00430135971137956,"BYSL/NOB1/NOP2/UTP25/NAT10/NOL6/UTP4/RPL7L1/TRMT112/AARS1/NHP2/DKC1/FTSJ1/PWP1/RSL1D1/PA2G4/PUS7/METTL1/FBL/RRS1/PUS1/MRM2/BOP1/DDX56/LYAR/RRP9/NOP14/WDR12/RPP40/WDR75/TRMT1/TSEN15/LAS1L/BRIX1/UTP18/RPF2/TRMT6/DUS4L/NPM3/SSB/EXOSC8/EXOSC5/DDX21/EBNA1BP2/NOLC1/PNPT1/WDR43/PRKDC/MRTO4/INTS13/NUP155/POP1/TP53RK/CHD7/H19/BMP4/IL6/RIOK3/KAT2B/GON7/INTS6L",61
"GO:0035725","BP","GO:0035725","sodium ion transmembrane transport","31/1647","180/18870",0.000190187665913762,0.00536822974317162,0.00430135971137956,"SLC41A1/ANO6/SLC5A6/TESC/TRPM2/HECW2/SLC6A6/SLC12A2/GRP/PCSK9/SLC6A20/SLC38A5/SLC4A11/SLC4A4/SLC17A4/SCNN1B/CHP1/SLC6A19/CNNM4/CHP2/GPD1L/SLC23A1/FXYD3/SLC20A2/NEDD4L/ANK3/CAMK2D/FXYD1/TRPM4/SCNN1A/SLC6A8",31
"GO:0070198","BP","GO:0070198","protein localization to chromosome, telomeric region","10/1647","31/18870",0.0002001268221231,0.00562174436691254,0.00450449140301252,"ACD/CCT3/CCT4/DKC1/CCT6A/GNL3/NABP2/ATR/BRCA2/ATRX",10
"GO:0006935","BP","GO:0006935","chemotaxis","64/1647","468/18870",0.000210213671605486,0.00587697364759908,0.00470899698448579,"ABCC1/CMTM8/MIF/MET/ANO6/YTHDF1/PLAU/PDGFRB/TRPM2/SEMA4D/ANGPT2/DPEP1/PGF/WNT5A/CXCL8/ITGA2/CXCL1/CXCL3/NOD2/SLC12A2/ANOS1/ADGRA2/CALR/ROBO1/FOSL1/BMP4/SEMA3A/LGR6/CXCL10/TREM1/LOX/TNFAIP6/IL6/CXCL6/CXCL11/CXCL9/GREM1/CCL23/MMP28/EDN3/IL6R/P2RX4/VEGFD/LGALS3/CHGA/F2RL1/CCL14/CCL28/LPAR1/MCU/BSG/CCL15/SCG2/TRPM4/DEFB1/MTUS1/GPR15LG/TNFRSF11A/S100A14/KIT/DUSP1/CCL19/CXCL13/VAV3",64
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","47/1647","316/18870",0.000212687711830295,0.00591795998178038,0.00474183778582982,"MIF/SOX9/NCAPG2/LYAR/ADGRG1/POLB/PKN1/MTHFD1/PMAIP1/PRKDC/ASXL1/RACGAP1/ADGRF5/CCNB2/ZFP36L1/EZH2/NOD2/NOS3/GLIS2/SPNS2/ADA/BMP4/DOCK11/IL6/CXCL6/SCNN1B/RIPK3/SOS2/LRRC19/PLA2G10/LGALS2/XIAP/LGR4/TMOD3/SFXN1/CITED2/TNFRSF17/HMOX1/MB/ST6GALNAC1/NAPEPLD/GPR15LG/FAS/MUC2/NKX2-3/KIT/PLA2G2A",47
"GO:0042060","BP","GO:0042060","wound healing","59/1647","423/18870",0.00021647955430819,0.00598382563930151,0.00479461344916377,"AJUBA/TIMP1/ANO6/CLDN1/PLAU/CD44/EVPL/FKBP10/TLN1/WNT5A/ITGA2/COL5A1/PROCR/FAP/PDPN/SLC12A2/NOS3/STXBP1/ANXA6/COL3A1/TAFA5/EMILIN1/MSX2/CCN4/COMP/MMP12/FLNA/SERPINE2/ODAM/IL6/REG3A/P2RY1/ADTRP/CASP7/CHMP1B/PAFAH2/CEACAM1/GNA13/F2RL1/SYTL4/SMPD1/MMRN1/PAPSS2/EPB41L4B/DGKA/CDKN1A/RAB27A/CD36/VPS4B/ITGB6/HMOX1/HPSE/OCLN/ST3GAL4/PPARG/F13A1/ADRA2A/IGF1/VAV3",59
"GO:0007586","BP","GO:0007586","digestion","25/1647","134/18870",0.00021809377415897,0.00598382563930151,0.00479461344916377,"SOX9/NOD2/CEL/SNX10/KCNN4/SST/SLC22A5/PBLD/SGK1/LIMA1/HTR4/PLS1/MOGAT2/GCNT3/CD36/EZR/SI/AKR1C2/MUC13/CAPN9/MUC2/FABP1/PNLIPRP2/ADRA2A/TFF1",25
"GO:0022616","BP","GO:0022616","DNA strand elongation","11/1647","37/18870",0.000219131751396666,0.00598382563930151,0.00479461344916377,"RUVBL1/RFC3/MCM3/MCM7/POLD2/RFC4/GINS1/PCNA/POLA1/MRE11/MCM4",11
"GO:0071276","BP","GO:0071276","cellular response to cadmium ion","11/1647","37/18870",0.000219131751396666,0.00598382563930151,0.00479461344916377,"MMP9/MT1M/MT1F/MT1G/MT1HL1/MT1H/MT1E/MT1X/MT2A/HMOX1/FOS",11
"GO:0009124","BP","GO:0009124","nucleoside monophosphate biosynthetic process","12/1647","43/18870",0.0002224172177739,0.00603591435708191,0.00483635017109953,"AMPD2/ATIC/PAICS/GMPS/PRPS1/PPAT/PFAS/ADA/AMPD1/RFK/CDA/UPP1",12
"GO:0051656","BP","GO:0051656","establishment of organelle localization","64/1647","469/18870",0.0002232141701924,0.00603591435708191,0.00483635017109953,"CDH3/BOD1/RRS1/NUP62/FAM83D/CDCA5/MAP1S/KIF2C/CDR2L/RIPOR1/CENPA/ABCE1/NUSAP1/LMNB2/NUF2/BICD1/CCNB1/SAPCD2/SPC25/KNSTRN/KIF14/NEK2/AURKB/ECT2/PLK1/PSRC1/RACGAP1/MAD2L1/KNTC1/CDCA8/COPG2/KIF18A/NDC80/CDT1/ZWILCH/STXBP1/GPSM2/DNM1/GRP/GPR143/CENPE/SYBU/GEM/IL13RA2/CHMP1B/PTGDR/AP3S2/CHGA/VAMP8/MYO1A/PINK1/KAT2B/CLMN/NHERF1/BICDL2/IRAG2/RAB27A/CCDC186/EZR/WASL/VPS4B/GPR15LG/KIT/CTNNB1",64
"GO:1901989","BP","GO:1901989","positive regulation of cell cycle phase transition","23/1647","119/18870",0.000224123544514368,0.00603591435708191,0.00483635017109953,"CDK4/UBE2C/CDC25B/FAM83D/CDCA5/CCND1/DTL/CDK1/RRM2/CCNB1/RGCC/FBXO5/DLGAP5/CDC20/EZH2/CDC25C/CDC6/STIL/CDC25A/CCND2/TMOD3/VPS4B/HSPA2",23
"GO:0043122","BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","41/1647","265/18870",0.000226757953235554,0.00607897691071205,0.0048708545686599,"AJUBA/NUP62/RIPK2/CXXC5/UBE2V1/DDX21/ECT2/TRIM59/ECM1/WNT5A/GSTP1/NOD2/CPNE1/UNC5CL/UBD/LGALS1/EDAR/FLNA/PPM1A/RIOK3/MIER1/F2RL1/NR1H4/MIB2/TLR3/CASP10/PINK1/LPAR1/SECTM1/XIAP/ADIPOQ/TNFSF10/CD36/HMOX1/PRKCB/PELI2/CASP1/OPTN/BIRC3/CCL19/CTNNB1",41
"GO:0071280","BP","GO:0071280","cellular response to copper ion","9/1647","26/18870",0.000227966356783869,0.00608359309399135,0.0048745533419479,"MT1M/MT1F/MT1G/MT1HL1/MT1H/MT1E/MT1X/MT2A/AOC1",9
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","47/1647","317/18870",0.000229061310021402,0.0060851536250482,0.00487580373653558,"B3GALT6/CHPF/AHCY/PPT1/MTR/LYRM4/ENOPH1/SLC5A6/MTHFD1/EDNRA/CHST5/DPEP1/DGAT2/GSTP1/SULT2B1/TDO2/ACSL6/PHGDH/PIPOX/NOX4/SULT1A2/AHCYL2/UGDH/ETHE1/XDH/SULT1A1/BPNT1/SULT1B1/TST/SQOR/PAPSS2/SULT1A3/ACSF2/SUCLG2/B4GALT4/ELOVL6/ACSS2/B3GNT2/GGT6/MMUT/HPSE/GHR/HMGCS2/ST3GAL4/TPK1/ACSM3/CTNNB1",47
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","36/1647","223/18870",0.000230912425602364,0.00610669752572737,0.00489306605034122,"PPT1/SMPD4/GLA/TWIST1/CEL/LIPG/PRDX6/ADTRP/ACADS/GBA2/GBA3/ABHD3/ETFDH/GDPD3/CPT2/FUCA1/ABHD5/AKR1B10/PLA2G10/SMPD1/ADIPOQ/SCP2/MGLL/ACADVL/CPT1A/ABCD3/CYP4F12/PCK1/PHYH/ACADM/EHHADH/NAPEPLD/FABP1/ECI2/AKR1C3/PNLIPRP2",36
"GO:0051384","BP","GO:0051384","response to glucocorticoid","24/1647","127/18870",0.000236327931259583,0.0061825553325299,0.0049538480454466,"SMYD3/IGFBP7/CLDN1/PCNA/STC1/ZFP36L1/DDIT4/ANXA3/FOSL1/FIBIN/IL6/IL1RN/HSD3B2/UGT1A1/HSD11B2/ADIPOQ/CDKN1A/PCK1/GHR/BCHE/HMGCS2/NR3C1/FOS/FBXO32",24
"GO:0007249","BP","GO:0007249","canonical NF-kappaB signal transduction","45/1647","300/18870",0.0002365960835626,0.0061825553325299,0.0049538480454466,"AJUBA/PRDX4/NUP62/RIPK2/CXXC5/UBE2V1/DDX21/ECT2/TRIM59/EDNRA/ECM1/WNT5A/GSTP1/NOD2/CPNE1/UNC5CL/UBD/FAIM/LGALS1/EDAR/FLNA/PPM1A/RIOK3/MIER1/F2RL1/RIPK3/NR1H4/MIB2/TLR3/CASP10/PINK1/LPAR1/SECTM1/XIAP/ADIPOQ/TNFSF10/CD36/HMOX1/PRKCB/PELI2/CASP1/OPTN/BIRC3/CCL19/CTNNB1",45
"GO:0042330","BP","GO:0042330","taxis","64/1647","470/18870",0.000236940035738243,0.0061825553325299,0.0049538480454466,"ABCC1/CMTM8/MIF/MET/ANO6/YTHDF1/PLAU/PDGFRB/TRPM2/SEMA4D/ANGPT2/DPEP1/PGF/WNT5A/CXCL8/ITGA2/CXCL1/CXCL3/NOD2/SLC12A2/ANOS1/ADGRA2/CALR/ROBO1/FOSL1/BMP4/SEMA3A/LGR6/CXCL10/TREM1/LOX/TNFAIP6/IL6/CXCL6/CXCL11/CXCL9/GREM1/CCL23/MMP28/EDN3/IL6R/P2RX4/VEGFD/LGALS3/CHGA/F2RL1/CCL14/CCL28/LPAR1/MCU/BSG/CCL15/SCG2/TRPM4/DEFB1/MTUS1/GPR15LG/TNFRSF11A/S100A14/KIT/DUSP1/CCL19/CXCL13/VAV3",64
"GO:0009127","BP","GO:0009127","purine nucleoside monophosphate biosynthetic process","8/1647","21/18870",0.000238950280961344,0.0062074207943542,0.00497377180072774,"AMPD2/ATIC/PAICS/GMPS/PPAT/PFAS/ADA/AMPD1",8
"GO:0061844","BP","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","18/1647","83/18870",0.000241052881373653,0.00623445579975646,0.00499543392932462,"EVPL/CXCL8/CXCL1/CXCL3/NOD2/CXCL10/CXCL6/CXCL11/REG1A/CXCL9/REG1B/REG3A/DEFA6/SPINK5/LEAP2/LGALS4/DEFB1/CXCL13",18
"GO:0000022","BP","GO:0000022","mitotic spindle elongation","6/1647","12/18870",0.000255000543490769,0.00653759035298822,0.00523832419609398,"KIF4A/PRC1/KIF23/AURKB/RACGAP1/CDCA8",6
"GO:0000727","BP","GO:0000727","double-strand break repair via break-induced replication","6/1647","12/18870",0.000255000543490769,0.00653759035298822,0.00523832419609398,"MCM3/MCM7/MCM6/MCM2/CDC45/MCM4",6
"GO:0001890","BP","GO:0001890","placenta development","27/1647","151/18870",0.000257611378198394,0.00657581044088162,0.00526894850878089,"CEBPB/CCNF/TRIM28/WNT2/STK3/STC1/STC2/ASCL2/ZFP36L1/E2F7/LIF/FOSL1/HTRA1/ADA/MME/BMP7/IGF2/BMP5/HSD17B2/PLCD3/BSG/EGLN1/CITED2/KRT19/FGFR2/KRT8/PPARG",27
"GO:0140694","BP","GO:0140694","non-membrane-bounded organelle assembly","57/1647","408/18870",0.000263295919053471,0.00669181965698237,0.00536190231146029,"NOP2/TPX2/RRS1/NUP62/MRM2/BOP1/CENPA/KIF4A/YTHDF1/BRIX1/ANLN/CETN2/RPF2/BICD1/PRC1/CENPW/KIF23/MZT1/AURKA/PDGFRB/NEK2/AURKB/PLK1/ASPM/MYBL2/NEBL/PRKDC/MRTO4/MTERF3/BRCA1/RACGAP1/CCNB2/FBXO5/DLGAP5/CDC20/KNTC1/CDCA8/NDC80/KIF11/GPSM2/FSCN1/PROX1/STIL/CENPE/CSRP2/FLNA/OBSL1/CHMP1B/PLS1/KAT2B/TMOD3/EZR/VPS4B/KRT19/KRT8/CDS1/YTHDF3",57
"GO:0045132","BP","GO:0045132","meiotic chromosome segregation","19/1647","91/18870",0.000275736798054587,0.00697272739984229,0.00558698307468381,"TRIP13/EHMT2/NUF2/PTTG1/CCNB1IP1/AURKA/NCAPH/PLK1/ASPM/MND1/MSH5/MRE11/CCNE1/CCNB2/P3H4/FBXO5/TTK/NDC80/TEX11",19
"GO:0061982","BP","GO:0061982","meiosis I cell cycle process","25/1647","136/18870",0.000276723809259624,0.00697272739984229,0.00558698307468381,"CDC25B/TRIP13/TOP2A/RAD54B/CKS2/EHMT2/PTTG1/CCNB1IP1/AURKA/PLK1/MND1/BRCA2/MSH5/MRE11/CCNE1/CCNB2/P3H4/FBXO5/CDC20/RAD51AP1/CDC25C/NDC80/CDC25A/TEX11/HSPA2",25
"GO:0030323","BP","GO:0030323","respiratory tube development","32/1647","192/18870",0.000279897224029654,0.00700979419523766,0.00561668329765701,"SOX9/TULP3/CHI3L1/PLOD3/CTSH/TIMELESS/WNT2/WNT5A/ASXL1/HIKESHI/LAMA5/PDPN/LTBP3/NOS3/LIF/COL3A1/PROX1/ADA/TNC/BMP4/MMP12/MME/LOX/SLC23A1/CLCN2/BMP2/ITGB6/FGFR2/HMGCS2/MAN2A1/PCSK5/CTNNB1",32
"GO:0006979","BP","GO:0006979","response to oxidative stress","56/1647","400/18870",0.000281214630793392,0.00700979419523766,0.00561668329765701,"TRAP1/ABCC1/PRDX4/MET/COL1A1/NUDT1/LONP1/CDK1/TRPM2/PNPT1/PCNA/TBC1D24/ECT2/EDNRA/STC2/GSTP1/ETV5/EZH2/MMP3/NOS3/FOSL1/PXDN/MMP9/H19/SOD3/GPX7/GPX8/BMP7/IL6/SLC4A11/PRDX6/SGK2/ETFDH/RIPK3/SLC1A1/PINK1/KAT2B/RCAN1/ADIPOQ/CAPN2/CD36/PRR5L/HBA2/HBA1/SELENOP/ND6/FKBP1B/CPEB2/GSR/HMOX1/TP53INP1/PYROXD1/GPX3/FABP1/FOS/TXNIP",56
"GO:0045840","BP","GO:0045840","positive regulation of mitotic nuclear division","12/1647","44/18870",0.000281776772283442,0.00700979419523766,0.00561668329765701,"UBE2C/NUP62/NUSAP1/AURKA/PDGFRB/RGCC/DLGAP5/CDC20/IGF2/EDN3/IGF1/HOXA13",12
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","46/1647","312/18870",0.000301846183582526,0.00747737950975955,0.00599134174741422,"TIMP1/HSPE1/PRR7/RIPK2/MYC/HSPD1/CTSH/CD44/SERPINH1/BCL2L12/PMAIP1/DPEP1/CST1/ECM1/BOK/ROBO1/MMP9/TNFSF15/LAMP3/CTSK/CTSV/SERPINI1/SERPINE2/CST4/TIMP3/SPOCK1/IFI6/XDH/KLF4/SPINK5/CASP10/SPINK2/PINK1/FAM162A/CIDEB/XIAP/EGLN3/TNFSF10/SH3RF1/ACVR1C/CTSS/CASP1/FAS/FABP1/PPARG/BIRC3",46
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","35/1647","218/18870",0.000311524385870651,0.00768470449347308,0.00615746342528059,"TIMP1/BOD1/ABCE1/BICD1/CD44/SERPINH1/SEMA4D/BCL2L12/SH3BP4/DPEP1/CST1/ECM1/MMP9/LAMP3/SERPINI1/SERPINE2/CST4/TIMP3/SPOCK1/IFI6/FZD10/CHP1/LGALS3/KLF4/SPINK5/SPINK2/XIAP/SORT1/SH3RF1/EGLN1/PPP1R14D/FKBP1B/CPEB2/FABP1/GZMA",35
"GO:0006541","BP","GO:0006541","glutamine metabolic process","9/1647","27/18870",0.000315632233066887,0.00775345958299453,0.00621255428132974,"CTPS1/NIT2/GMPS/PPAT/PFAS/ASNS/PHGDH/NR1H4/GLS",9
"GO:0015698","BP","GO:0015698","inorganic anion transport","29/1647","169/18870",0.0003210237040503,0.00785304236033046,0.00629234619912627,"CEBPB/SLC4A2/ANO6/SLC5A6/SLC12A8/RACGAP1/SLC12A2/SFRP4/SLC4A11/CA7/BEST4/SLC4A4/SLC17A4/PRKG2/BEST2/ANO5/CLCA4/CLCN2/CA2/SLC1A1/FXYD3/SLC20A2/ATP8B1/CLIC5/SLC26A2/CLCA1/FXYD1/SLC26A3/ABCB1",29
"GO:0002028","BP","GO:0002028","regulation of sodium ion transport","18/1647","85/18870",0.00032918269414611,0.00796626914941138,0.00638307054813929,"TESC/HECW2/NOS3/GRP/PCSK9/SERPINE2/CHP1/P2RX4/CHP2/GPD1L/FXYD3/NHERF1/NEDD4L/ANK3/CAMK2D/FXYD1/PKP2/PRSS8",18
"GO:0090307","BP","GO:0090307","mitotic spindle assembly","16/1647","71/18870",0.000331601838355523,0.00796626914941138,0.00638307054813929,"TPX2/KIF4A/PRC1/KIF23/MZT1/NEK2/AURKB/PLK1/MYBL2/RACGAP1/CDC20/CDCA8/KIF11/FLNA/CHMP1B/VPS4B",16
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","21/1647","107/18870",0.000332034591175151,0.00796626914941138,0.00638307054813929,"DPEP1/CXCL8/CXCL1/CXCL3/NOD2/CXCL10/TREM1/TNFAIP6/CXCL6/CXCL11/CXCL9/CCL23/EDN3/LGALS3/CCL14/MCU/BSG/CCL15/CCL19/CXCL13/VAV3",21
"GO:1901796","BP","GO:1901796","regulation of signal transduction by p53 class mediator","21/1647","107/18870",0.000332034591175151,0.00796626914941138,0.00638307054813929,"NOP2/MIF/RRS1/BOP1/EEF1E1/MYC/RPF2/ARMC10/CD44/AURKA/PMAIP1/AURKB/ATR/CHEK1/MSX1/TP53RK/TWIST1/SGK1/DYRK2/MAP2K6/MUC1",21
"GO:0043434","BP","GO:0043434","response to peptide hormone","59/1647","430/18870",0.000334357904008146,0.00796626914941138,0.00638307054813929,"TIMP1/COL1A1/LONP1/PNPT1/EDNRA/PRKDC/AGT/GRB10/TRIB3/STC2/CCNA2/PKM/ZFP36L1/KCNJ8/COL3A1/CDC6/GPT2/INHBB/PCSK9/CTSK/RAB31/BMP7/REG1A/REG1B/REG3A/IGF2/SLC30A10/SCNN1B/GCG/APPL2/GPT/CEACAM1/CA2/BCAR3/SOS2/NR1H4/HSD11B2/KAT2B/C1QTNF12/SORT1/ADIPOQ/TNFSF10/ACVR1C/ATP2B1/BSG/PCK1/CPEB2/SOCS2/PID1/GHR/PRKCB/HMGCS2/TNFRSF11A/SCNN1A/PPARG/OTC/FOS/GNAI1/TFF1",59
"GO:0034035","BP","GO:0034035","purine ribonucleoside bisphosphate metabolic process","7/1647","17/18870",0.000337864251099205,0.00796626914941138,0.00638307054813929,"SULT2B1/SULT1A2/SULT1A1/BPNT1/SULT1B1/PAPSS2/SULT1A3",7
"GO:0050427","BP","GO:0050427","3'-phosphoadenosine 5'-phosphosulfate metabolic process","7/1647","17/18870",0.000337864251099205,0.00796626914941138,0.00638307054813929,"SULT2B1/SULT1A2/SULT1A1/BPNT1/SULT1B1/PAPSS2/SULT1A3",7
"GO:0051782","BP","GO:0051782","negative regulation of cell division","7/1647","17/18870",0.000337864251099205,0.00796626914941138,0.00638307054813929,"MYC/BLM/AURKB/ASPM/E2F7/GPR15LG/TXNIP",7
"GO:0070206","BP","GO:0070206","protein trimerization","7/1647","17/18870",0.000337864251099205,0.00796626914941138,0.00638307054813929,"MIF/SIGMAR1/PNPT1/COL1A2/PXDN/ITLN1/CLYBL",7
"GO:0001894","BP","GO:0001894","tissue homeostasis","42/1647","279/18870",0.000347580622441298,0.00813006308507115,0.00651431244156075,"CDH3/NCDN/LAMC1/SOX9/SLC4A2/CLDN1/DEF8/AZGP1/BARD1/NOD2/LTBP3/SLC12A2/NOS3/COL3A1/FOXC1/COMP/SNX10/CTSK/NOX4/CST4/IL6/IGHG3/GCNT2/SLC22A5/P2RX4/PBLD/TP53INP2/TJP3/SLC1A1/HTR4/XIAP/PIGR/MUC13/OCLN/SLC28A2/JCHAIN/MUC2/TNFRSF11A/CTNNB1/HOXA13/IGHA1/TFF1",42
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","42/1647","279/18870",0.000347580622441298,0.00813006308507115,0.00651431244156075,"CDH3/NCDN/LAMC1/SOX9/SLC4A2/CLDN1/DEF8/AZGP1/BARD1/NOD2/LTBP3/SLC12A2/NOS3/COL3A1/FOXC1/COMP/SNX10/CTSK/NOX4/CST4/IL6/IGHG3/GCNT2/SLC22A5/P2RX4/PBLD/TP53INP2/TJP3/SLC1A1/HTR4/XIAP/PIGR/MUC13/OCLN/SLC28A2/JCHAIN/MUC2/TNFRSF11A/CTNNB1/HOXA13/IGHA1/TFF1",42
"GO:0030574","BP","GO:0030574","collagen catabolic process","12/1647","45/18870",0.000354049168726203,0.00824850265710927,0.00660921359664745,"FAP/MMP7/MMP1/MMP11/MMP3/MMP9/CTSK/MMP12/KLK6/MMP10/MMP28/CTSS",12
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","11/1647","39/18870",0.000365056367558284,0.00847132780211339,0.00678775496824619,"UBE2C/UBE2S/MAD2L2/PLK1/TRIB3/MAD2L1/FBXO5/CDC20/BAG2/PINK1/ARRDC4",11
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","32/1647","195/18870",0.000371916314831279,0.00859653812745842,0.00688808127219637,"HSPE1/PRR7/RIPK2/MYC/HSPD1/CD44/BCL2L12/PMAIP1/DPEP1/CST1/BOK/ROBO1/MMP9/TNFSF15/LAMP3/CST4/IFI6/XDH/KLF4/CASP10/FAM162A/CIDEB/XIAP/EGLN3/TNFSF10/SH3RF1/ACVR1C/CASP1/FAS/FABP1/PPARG/BIRC3",32
"GO:0071456","BP","GO:0071456","cellular response to hypoxia","26/1647","147/18870",0.000395666287724934,0.00910963441267876,0.00729920594362323,"AJUBA/HILPDA/SLC29A1/MYC/RGCC/PMAIP1/SUV39H2/STC1/STC2/CCNA2/ZFP36L1/TWIST1/BMP7/PINK1/FAM162A/EGLN3/EGLN1/PCK1/CITED2/CLCA1/CPEB2/HMOX1/FGFR2/FABP1/PPARG/FOS",26
"GO:0003197","BP","GO:0003197","endocardial cushion development","13/1647","52/18870",0.000405694111750375,0.0093040239456502,0.00745496293343925,"SOX9/MSX1/NOS3/TWIST1/ROBO1/MSX2/BMP4/BMP7/TMEM100/BMP5/BMP2/CITED2/RBM24",13
"GO:0003156","BP","GO:0003156","regulation of animal organ formation","9/1647","28/18870",0.000429380652385329,0.00980892533133957,0.0078595213414296,"WNT2/WNT5A/SULF1/ROBO1/BMP4/BMP7/BMP2/CITED2/CTNNB1",9
"GO:0006820","BP","GO:0006820","monoatomic anion transport","29/1647","172/18870",0.000434111164724808,0.00981678890432238,0.00786582212541874,"ABCC1/LRRC8E/SLC4A2/ANO6/SLC5A6/SLC12A8/STC1/SLC12A2/SLC4A11/CA7/BEST4/SLC4A4/SLC17A4/PRKG2/BEST2/ANO5/CLCA4/CLCN2/CA2/SLC1A1/FXYD3/ATP8B1/CLIC5/SLC26A2/SLC17A5/CLCA1/FXYD1/SLC26A3/ABCB1",29
"GO:0007144","BP","GO:0007144","female meiosis I","6/1647","13/18870",0.000438620518082257,0.00981678890432238,0.00786582212541874,"CDC25B/TRIP13/AURKA/CCNB2/FBXO5/NDC80",6
"GO:0060100","BP","GO:0060100","positive regulation of phagocytosis, engulfment","6/1647","13/18870",0.000438620518082257,0.00981678890432238,0.00786582212541874,"ANO6/ITGA2/RAB31/APPL2/F2RL1/CD36",6
"GO:1905155","BP","GO:1905155","positive regulation of membrane invagination","6/1647","13/18870",0.000438620518082257,0.00981678890432238,0.00786582212541874,"ANO6/ITGA2/RAB31/APPL2/F2RL1/CD36",6
"GO:0085029","BP","GO:0085029","extracellular matrix assembly","12/1647","46/18870",0.000441395957677531,0.00981678890432238,0.00786582212541874,"SOX9/MAD2L2/PLOD3/FKBP10/RGCC/AGT/COL1A2/COL3A1/PXDN/EMILIN1/ELN/LOX",12
"GO:0000723","BP","GO:0000723","telomere maintenance","27/1647","156/18870",0.000441429444854558,0.00981678890432238,0.00786582212541874,"NAT10/ACD/RUVBL1/CCT3/CCT4/NHP2/DKC1/CCT6A/GNL3/MAD2L2/MYC/NABP2/BLM/EXO1/PCNA/NEK2/AURKB/FEN1/PRKDC/ATR/BRCA2/MRE11/CCNE1/ATRX/TEP1/PKIB/CTNNB1",27
